Student_Name,Semester,Attendance,Assignment,Tutorial,Incourse,Final,GPA,Total_Marks,Risk_Status
Ahad Ali,1st Year - Sem 1,7,0,9,5,27,0.0,41,High Risk
Nadia Islam,4th Year - Sem 1,12,7,13,20,45,3.25,85,Safe
Tashin Tuhin,4th Year - Sem 1,20,10,16,31,49,4.0,106,Safe
Shibay Yadav,2nd Year - Sem 2,22,8,19,34,57,4.0,118,Safe
Karim Uddin,2nd Year - Sem 2,9,4,10,10,28,2.0,52,High Risk
Ahad Ali,3rd Year - Sem 2,5,4,2,20,7,0.0,33,High Risk
Ahad Ali,2nd Year - Sem 2,21,9,19,37,46,4.0,111,Safe
Karim Uddin,3rd Year - Sem 1,24,8,15,34,49,4.0,106,Safe
Rakib Hasan,4th Year - Sem 1,8,1,8,9,21,0.0,39,High Risk
Ahad Ali,4th Year - Sem 1,11,0,4,20,15,0.0,39,High Risk
Nadia Islam,1st Year - Sem 1,21,9,20,40,49,4.0,118,Safe
Rakib Hasan,2nd Year - Sem 1,17,8,13,25,44,3.25,90,Safe
Tashin Tuhin,3rd Year - Sem 1,19,7,14,21,40,3.0,82,Safe
Shibay Yadav,4th Year - Sem 1,16,6,14,21,42,3.0,83,Safe
Shibay Yadav,1st Year - Sem 1,24,9,16,34,49,4.0,108,Safe
Ahad Ali,4th Year - Sem 2,18,6,10,21,43,3.0,80,Safe
Rakib Hasan,3rd Year - Sem 2,23,9,17,38,56,4.0,120,Safe
Tashin Tuhin,1st Year - Sem 2,21,9,16,34,55,4.0,114,Safe
Ahad Ali,2nd Year - Sem 2,11,4,3,15,2,0.0,24,High Risk
Shibay Yadav,4th Year - Sem 2,20,8,11,27,42,3.25,88,Safe
Tashin Tuhin,4th Year - Sem 1,8,1,4,9,28,0.0,42,High Risk
Nadia Islam,1st Year - Sem 1,19,5,12,22,41,3.0,80,Safe
Nadia Islam,3rd Year - Sem 2,14,5,10,21,38,2.75,74,Medium Risk
Karim Uddin,2nd Year - Sem 2,15,8,10,25,38,3.0,81,Safe
Karim Uddin,3rd Year - Sem 2,21,10,18,40,49,4.0,117,Safe
Tashin Tuhin,4th Year - Sem 2,23,10,19,31,52,4.0,112,Safe
Rakib Hasan,1st Year - Sem 2,8,2,1,14,12,0.0,29,High Risk
Karim Uddin,3rd Year - Sem 1,22,9,17,36,54,4.0,116,Safe
Tashin Tuhin,4th Year - Sem 2,23,8,20,40,59,4.0,127,Safe
Ahad Ali,1st Year - Sem 2,20,8,17,36,45,4.0,106,Safe
Ahad Ali,3rd Year - Sem 1,14,5,13,28,45,3.5,91,Safe
Shibay Yadav,4th Year - Sem 1,22,8,18,34,52,4.0,112,Safe
Ahad Ali,3rd Year - Sem 1,22,10,18,33,51,4.0,112,Safe
Karim Uddin,4th Year - Sem 2,17,6,13,24,42,3.25,85,Safe
Tashin Tuhin,4th Year - Sem 2,22,10,18,40,60,4.0,128,Safe
Nadia Islam,4th Year - Sem 1,16,5,11,20,43,3.0,79,Safe
Ahad Ali,3rd Year - Sem 2,19,5,12,22,33,2.75,72,Medium Risk
Tashin Tuhin,4th Year - Sem 2,6,4,0,10,5,0.0,19,High Risk
Nadia Islam,3rd Year - Sem 1,13,8,14,28,39,3.25,89,Safe
Tashin Tuhin,2nd Year - Sem 2,14,8,13,25,31,2.75,77,Medium Risk
Ahad Ali,3rd Year - Sem 2,23,9,16,36,55,4.0,116,Safe
Tashin Tuhin,2nd Year - Sem 2,17,6,11,27,45,3.25,89,Safe
Ahad Ali,3rd Year - Sem 2,14,7,14,23,41,3.25,85,Safe
Tashin Tuhin,4th Year - Sem 2,23,8,18,38,46,4.0,110,Safe
Karim Uddin,2nd Year - Sem 1,0,0,9,18,5,0.0,32,High Risk
Tashin Tuhin,3rd Year - Sem 1,21,8,17,32,59,4.0,116,Safe
Ahad Ali,3rd Year - Sem 2,5,5,7,14,6,0.0,32,High Risk
Shibay Yadav,4th Year - Sem 1,3,3,6,0,28,0.0,37,High Risk
Rakib Hasan,2nd Year - Sem 2,18,5,13,28,45,3.5,91,Safe
Karim Uddin,4th Year - Sem 1,23,9,15,35,58,4.0,117,Safe
Karim Uddin,1st Year - Sem 1,14,5,13,25,38,3.0,81,Safe
Shibay Yadav,1st Year - Sem 2,20,7,10,23,38,3.0,78,Safe
Tashin Tuhin,4th Year - Sem 1,7,5,2,5,26,0.0,38,High Risk
Shibay Yadav,3rd Year - Sem 1,18,6,10,25,32,2.75,73,Medium Risk
Nadia Islam,4th Year - Sem 1,24,10,19,32,50,4.0,111,Safe
Ahad Ali,4th Year - Sem 2,16,7,13,29,31,3.0,80,Safe
Rakib Hasan,4th Year - Sem 2,12,4,6,12,0,0.0,22,High Risk
Ahad Ali,1st Year - Sem 2,13,7,11,24,30,2.75,72,Medium Risk
Ahad Ali,2nd Year - Sem 2,20,6,14,21,37,3.0,78,Safe
Ahad Ali,1st Year - Sem 2,20,10,19,38,50,4.0,117,Safe
Ahad Ali,1st Year - Sem 1,19,6,14,23,35,3.0,78,Safe
Shibay Yadav,1st Year - Sem 1,12,5,11,26,39,3.0,81,Safe
Karim Uddin,4th Year - Sem 1,20,10,18,32,56,4.0,116,Safe
Ahad Ali,4th Year - Sem 2,22,8,18,30,53,4.0,109,Safe
Karim Uddin,1st Year - Sem 2,22,10,18,35,49,4.0,112,Safe
Nadia Islam,3rd Year - Sem 2,3,4,1,13,1,0.0,19,High Risk
Shibay Yadav,1st Year - Sem 2,13,5,15,28,37,3.25,85,Safe
Karim Uddin,4th Year - Sem 2,20,8,20,30,45,3.75,103,Safe
Ahad Ali,3rd Year - Sem 2,14,7,12,21,33,2.75,73,Medium Risk
Rakib Hasan,2nd Year - Sem 1,14,6,12,27,43,3.25,88,Safe
Nadia Islam,1st Year - Sem 2,4,2,7,17,9,0.0,35,High Risk
Rakib Hasan,2nd Year - Sem 2,14,5,12,30,30,2.75,77,Medium Risk
Karim Uddin,3rd Year - Sem 2,17,7,13,29,38,3.25,87,Safe
Rakib Hasan,4th Year - Sem 2,21,9,19,40,60,4.0,128,Safe
Karim Uddin,1st Year - Sem 2,20,8,15,36,57,4.0,116,Safe
Nadia Islam,3rd Year - Sem 2,19,5,11,26,33,2.75,75,Medium Risk
Tashin Tuhin,2nd Year - Sem 2,11,3,0,7,29,0.0,39,High Risk
Rakib Hasan,4th Year - Sem 1,4,2,0,13,30,0.0,45,High Risk
Rakib Hasan,3rd Year - Sem 2,24,9,18,34,56,4.0,117,Safe
Tashin Tuhin,1st Year - Sem 2,10,0,3,9,2,0.0,14,High Risk
Tashin Tuhin,2nd Year - Sem 1,1,3,10,7,30,0.0,50,High Risk
Tashin Tuhin,4th Year - Sem 1,20,8,18,40,53,4.0,119,Safe
Tashin Tuhin,2nd Year - Sem 1,12,8,15,29,40,3.5,92,Safe
Nadia Islam,1st Year - Sem 2,16,7,13,28,45,3.5,93,Safe
Tashin Tuhin,1st Year - Sem 1,22,10,15,40,48,4.0,113,Safe
Karim Uddin,4th Year - Sem 1,17,8,12,26,30,2.75,76,Medium Risk
Shibay Yadav,2nd Year - Sem 2,22,10,17,39,48,4.0,114,Safe
Tashin Tuhin,4th Year - Sem 1,20,10,20,35,54,4.0,119,Safe
Tashin Tuhin,4th Year - Sem 1,23,9,17,38,50,4.0,114,Safe
Nadia Islam,4th Year - Sem 2,20,8,20,30,49,4.0,107,Safe
Karim Uddin,3rd Year - Sem 1,13,5,13,24,43,3.25,85,Safe
Ahad Ali,4th Year - Sem 2,18,5,13,27,36,3.0,81,Safe
Nadia Islam,2nd Year - Sem 2,24,10,18,32,49,4.0,109,Safe
Tashin Tuhin,2nd Year - Sem 1,12,7,10,21,38,2.75,76,Medium Risk
Shibay Yadav,4th Year - Sem 2,14,8,13,26,36,3.0,83,Safe
Shibay Yadav,3rd Year - Sem 1,23,8,17,32,49,4.0,106,Safe
Nadia Islam,2nd Year - Sem 2,13,5,12,30,39,3.25,86,Safe
Nadia Islam,2nd Year - Sem 2,24,8,17,36,51,4.0,112,Safe
Shibay Yadav,4th Year - Sem 1,23,10,18,30,52,4.0,110,Safe
Tashin Tuhin,1st Year - Sem 2,9,2,3,16,12,0.0,33,High Risk
Nadia Islam,3rd Year - Sem 1,21,8,20,36,45,4.0,109,Safe
Ahad Ali,2nd Year - Sem 1,20,10,16,32,49,4.0,107,Safe
Rakib Hasan,1st Year - Sem 1,22,9,20,30,51,4.0,110,Safe
Karim Uddin,1st Year - Sem 1,20,6,11,28,44,3.25,89,Safe
Shibay Yadav,3rd Year - Sem 2,2,5,0,0,30,0.0,35,High Risk
Nadia Islam,3rd Year - Sem 2,20,7,15,24,32,3.0,78,Safe
Shibay Yadav,3rd Year - Sem 1,20,5,14,21,38,3.0,78,Safe
Karim Uddin,3rd Year - Sem 1,19,8,10,30,39,3.25,87,Safe
Karim Uddin,4th Year - Sem 1,12,5,14,29,42,3.25,90,Safe
Ahad Ali,3rd Year - Sem 1,15,8,10,22,45,3.25,85,Safe
Ahad Ali,1st Year - Sem 1,14,5,15,22,33,2.75,75,Medium Risk
Shibay Yadav,4th Year - Sem 1,12,0,0,5,25,0.0,30,High Risk
Ahad Ali,4th Year - Sem 2,24,9,18,32,54,4.0,113,Safe
Karim Uddin,1st Year - Sem 1,22,8,16,36,51,4.0,111,Safe
Tashin Tuhin,4th Year - Sem 1,20,5,15,23,42,3.25,85,Safe
Tashin Tuhin,1st Year - Sem 1,24,10,15,35,55,4.0,115,Safe
Shibay Yadav,3rd Year - Sem 2,19,5,11,26,45,3.25,87,Safe
Tashin Tuhin,1st Year - Sem 1,22,9,15,39,59,4.0,122,Safe
Tashin Tuhin,1st Year - Sem 1,13,6,13,30,32,3.0,81,Safe
Karim Uddin,4th Year - Sem 1,23,8,20,33,56,4.0,117,Safe
Shibay Yadav,4th Year - Sem 1,22,9,19,30,56,4.0,114,Safe
Ahad Ali,4th Year - Sem 1,1,5,1,19,14,0.0,39,High Risk
Karim Uddin,2nd Year - Sem 1,6,3,6,2,29,0.0,40,High Risk
Nadia Islam,1st Year - Sem 2,12,7,14,21,30,2.75,72,Medium Risk
Rakib Hasan,1st Year - Sem 1,14,5,11,23,31,2.5,70,Medium Risk
Ahad Ali,2nd Year - Sem 2,15,8,10,24,44,3.25,86,Safe
Tashin Tuhin,1st Year - Sem 2,22,9,17,31,45,3.75,102,Safe
Ahad Ali,3rd Year - Sem 1,23,8,17,36,45,4.0,106,Safe
Ahad Ali,3rd Year - Sem 1,20,9,16,35,46,4.0,106,Safe
Tashin Tuhin,1st Year - Sem 1,7,4,9,0,12,0.0,25,High Risk
Tashin Tuhin,3rd Year - Sem 2,20,9,15,31,46,3.75,101,Safe
Rakib Hasan,1st Year - Sem 1,8,5,10,11,23,0.0,49,High Risk
Tashin Tuhin,4th Year - Sem 1,20,9,17,34,57,4.0,117,Safe
Nadia Islam,4th Year - Sem 1,19,6,14,26,34,3.0,80,Safe
Karim Uddin,4th Year - Sem 1,9,1,5,13,5,0.0,24,High Risk
Tashin Tuhin,1st Year - Sem 2,21,8,17,33,50,4.0,108,Safe
Karim Uddin,3rd Year - Sem 1,13,5,14,26,37,3.0,82,Safe
Tashin Tuhin,1st Year - Sem 1,22,10,20,31,46,4.0,107,Safe
Tashin Tuhin,2nd Year - Sem 1,23,10,20,30,53,4.0,113,Safe
Shibay Yadav,1st Year - Sem 1,23,8,16,32,51,4.0,107,Safe
Ahad Ali,2nd Year - Sem 2,5,2,0,3,19,0.0,24,High Risk
Rakib Hasan,3rd Year - Sem 2,20,6,15,28,34,3.0,83,Safe
Tashin Tuhin,3rd Year - Sem 1,24,9,16,37,46,4.0,108,Safe
Tashin Tuhin,2nd Year - Sem 1,22,8,15,39,59,4.0,121,Safe
Rakib Hasan,3rd Year - Sem 2,20,9,17,30,48,4.0,104,Safe
Rakib Hasan,3rd Year - Sem 2,3,2,3,7,8,0.0,20,High Risk
Shibay Yadav,2nd Year - Sem 1,22,9,16,39,46,4.0,110,Safe
Shibay Yadav,4th Year - Sem 2,16,6,12,22,34,2.75,74,Medium Risk
Tashin Tuhin,2nd Year - Sem 2,18,6,11,27,36,3.0,80,Safe
Rakib Hasan,3rd Year - Sem 2,20,9,15,35,49,4.0,108,Safe
Rakib Hasan,4th Year - Sem 1,22,9,17,30,52,4.0,108,Safe
Rakib Hasan,3rd Year - Sem 2,12,8,11,20,39,3.0,78,Safe
Karim Uddin,1st Year - Sem 2,15,8,10,29,30,2.75,77,Medium Risk
Rakib Hasan,3rd Year - Sem 2,17,6,15,27,39,3.25,87,Safe
Shibay Yadav,1st Year - Sem 1,3,0,6,3,7,0.0,16,High Risk
Tashin Tuhin,2nd Year - Sem 1,22,8,17,37,49,4.0,111,Safe
Karim Uddin,2nd Year - Sem 2,21,10,15,35,55,4.0,115,Safe
Nadia Islam,2nd Year - Sem 1,2,1,8,19,28,2.0,56,High Risk
Karim Uddin,3rd Year - Sem 1,7,1,7,13,3,0.0,24,High Risk
Nadia Islam,1st Year - Sem 1,21,9,20,38,59,4.0,126,Safe
Rakib Hasan,2nd Year - Sem 2,12,2,1,14,22,0.0,39,High Risk
Shibay Yadav,3rd Year - Sem 1,6,5,8,6,7,0.0,26,High Risk
Nadia Islam,2nd Year - Sem 2,15,5,13,27,39,3.0,84,Safe
Tashin Tuhin,1st Year - Sem 2,21,8,19,36,55,4.0,118,Safe
Nadia Islam,2nd Year - Sem 1,22,8,17,40,47,4.0,112,Safe
Shibay Yadav,1st Year - Sem 1,6,0,6,1,7,0.0,14,High Risk
Tashin Tuhin,2nd Year - Sem 2,1,1,2,15,19,0.0,37,High Risk
Karim Uddin,3rd Year - Sem 2,18,7,12,26,34,3.0,79,Safe
Tashin Tuhin,2nd Year - Sem 2,12,8,10,20,32,2.5,70,Medium Risk
Rakib Hasan,3rd Year - Sem 2,12,8,14,30,30,3.0,82,Safe
Shibay Yadav,2nd Year - Sem 2,17,8,10,26,34,3.0,78,Safe
Shibay Yadav,2nd Year - Sem 2,20,9,16,36,45,4.0,106,Safe
Ahad Ali,1st Year - Sem 1,13,5,10,29,39,3.0,83,Safe
Nadia Islam,1st Year - Sem 1,8,4,0,0,0,0.0,4,High Risk
Nadia Islam,4th Year - Sem 1,22,10,15,36,59,4.0,120,Safe
Nadia Islam,2nd Year - Sem 2,12,6,15,26,44,3.5,91,Safe
Tashin Tuhin,2nd Year - Sem 2,19,6,10,21,34,2.5,71,Medium Risk
Shibay Yadav,2nd Year - Sem 1,21,8,19,38,46,4.0,111,Safe
Nadia Islam,3rd Year - Sem 1,22,9,16,37,54,4.0,116,Safe
Rakib Hasan,2nd Year - Sem 2,6,4,1,8,4,0.0,17,High Risk
Shibay Yadav,4th Year - Sem 1,21,9,19,40,56,4.0,124,Safe
Shibay Yadav,3rd Year - Sem 2,24,10,16,40,58,4.0,124,Safe
Shibay Yadav,3rd Year - Sem 1,19,5,14,26,32,2.75,77,Medium Risk
Tashin Tuhin,1st Year - Sem 1,17,8,12,21,38,3.0,79,Safe
Karim Uddin,1st Year - Sem 2,21,10,17,31,59,4.0,117,Safe
Karim Uddin,1st Year - Sem 2,22,8,15,35,51,4.0,109,Safe
Tashin Tuhin,2nd Year - Sem 2,11,1,8,19,0,0.0,28,High Risk
Karim Uddin,1st Year - Sem 1,1,1,10,0,3,0.0,14,High Risk
Ahad Ali,2nd Year - Sem 2,19,7,10,25,41,3.0,83,Safe
Nadia Islam,1st Year - Sem 2,20,10,18,34,49,4.0,111,Safe
Shibay Yadav,4th Year - Sem 2,23,9,15,38,57,4.0,119,Safe
Nadia Islam,2nd Year - Sem 1,20,8,20,37,60,4.0,125,Safe
Ahad Ali,1st Year - Sem 1,20,9,15,36,47,4.0,107,Safe
Tashin Tuhin,2nd Year - Sem 2,23,8,18,36,50,4.0,112,Safe
Shibay Yadav,3rd Year - Sem 2,18,8,14,27,32,3.0,81,Safe
Tashin Tuhin,3rd Year - Sem 2,21,8,20,35,59,4.0,122,Safe
Karim Uddin,1st Year - Sem 1,15,7,11,20,32,2.5,70,Medium Risk
Karim Uddin,3rd Year - Sem 1,21,8,19,36,47,4.0,110,Safe
Rakib Hasan,4th Year - Sem 1,22,9,17,37,55,4.0,118,Safe
Nadia Islam,3rd Year - Sem 2,12,5,5,20,10,0.0,40,High Risk
Rakib Hasan,4th Year - Sem 2,0,1,2,17,0,0.0,20,High Risk
Tashin Tuhin,4th Year - Sem 2,19,5,13,26,42,3.25,86,Safe
Karim Uddin,2nd Year - Sem 1,7,1,10,0,23,0.0,34,High Risk
Shibay Yadav,1st Year - Sem 2,21,8,18,37,55,4.0,118,Safe
Ahad Ali,4th Year - Sem 2,5,0,7,17,27,0.0,51,High Risk
Rakib Hasan,4th Year - Sem 1,23,9,18,32,47,4.0,106,Safe
Tashin Tuhin,4th Year - Sem 2,20,9,17,39,50,4.0,115,Safe
Tashin Tuhin,1st Year - Sem 1,23,10,18,31,45,4.0,104,Safe
Tashin Tuhin,4th Year - Sem 2,24,9,20,31,60,4.0,120,Safe
Tashin Tuhin,1st Year - Sem 2,5,3,7,15,16,0.0,41,High Risk
Shibay Yadav,4th Year - Sem 1,15,8,13,25,39,3.25,85,Safe
Rakib Hasan,3rd Year - Sem 1,17,7,11,22,43,3.0,83,Safe
Rakib Hasan,2nd Year - Sem 2,21,9,19,32,50,4.0,110,Safe
Ahad Ali,4th Year - Sem 2,14,6,12,20,45,3.0,83,Safe
Tashin Tuhin,4th Year - Sem 1,20,5,10,28,42,3.25,85,Safe
Karim Uddin,1st Year - Sem 1,23,9,17,31,47,4.0,104,Safe
Shibay Yadav,2nd Year - Sem 2,13,8,12,20,35,2.75,75,Medium Risk
Karim Uddin,4th Year - Sem 1,23,10,19,37,60,4.0,126,Safe
Rakib Hasan,2nd Year - Sem 1,11,5,4,15,4,0.0,28,High Risk
Ahad Ali,3rd Year - Sem 1,21,8,17,34,50,4.0,109,Safe
Rakib Hasan,1st Year - Sem 1,20,8,11,28,44,3.5,91,Safe
Nadia Islam,4th Year - Sem 1,0,1,3,5,8,0.0,17,High Risk
Ahad Ali,2nd Year - Sem 1,24,10,15,36,59,4.0,120,Safe
Rakib Hasan,3rd Year - Sem 2,23,9,15,32,52,4.0,108,Safe
Karim Uddin,2nd Year - Sem 2,15,6,12,23,40,3.0,81,Safe
Karim Uddin,1st Year - Sem 2,16,5,11,25,44,3.25,85,Safe
Ahad Ali,2nd Year - Sem 2,8,0,8,4,4,0.0,16,High Risk
Ahad Ali,4th Year - Sem 2,14,6,11,26,31,2.75,74,Medium Risk
Rakib Hasan,4th Year - Sem 2,12,5,1,8,16,0.0,30,High Risk
Ahad Ali,2nd Year - Sem 1,17,7,12,29,45,3.5,93,Safe
Shibay Yadav,3rd Year - Sem 2,23,8,19,36,50,4.0,113,Safe
Nadia Islam,2nd Year - Sem 2,22,10,20,36,60,4.0,126,Safe
Karim Uddin,2nd Year - Sem 1,4,4,5,14,28,0.0,51,High Risk
Rakib Hasan,4th Year - Sem 1,19,5,14,30,42,3.5,91,Safe
Tashin Tuhin,2nd Year - Sem 2,14,7,12,27,32,3.0,78,Safe
Karim Uddin,2nd Year - Sem 2,23,8,17,30,54,4.0,109,Safe
Karim Uddin,4th Year - Sem 1,20,8,20,32,53,4.0,113,Safe
Shibay Yadav,1st Year - Sem 2,21,8,15,38,50,4.0,111,Safe
Karim Uddin,3rd Year - Sem 2,22,8,19,32,56,4.0,115,Safe
Nadia Islam,3rd Year - Sem 1,21,9,17,30,56,4.0,112,Safe
Tashin Tuhin,1st Year - Sem 2,14,6,14,23,30,2.75,73,Medium Risk
Nadia Islam,3rd Year - Sem 2,18,8,14,28,32,3.0,82,Safe
Nadia Islam,3rd Year - Sem 1,13,8,13,26,32,3.0,79,Safe
Nadia Islam,4th Year - Sem 1,19,7,15,23,31,2.75,76,Medium Risk
Karim Uddin,2nd Year - Sem 2,24,9,15,30,49,3.75,103,Safe
Ahad Ali,4th Year - Sem 2,23,10,18,31,48,4.0,107,Safe
Nadia Islam,3rd Year - Sem 2,12,6,15,29,34,3.0,84,Safe
Tashin Tuhin,4th Year - Sem 2,18,8,13,22,40,3.0,83,Safe
Karim Uddin,1st Year - Sem 2,21,10,19,35,47,4.0,111,Safe
Shibay Yadav,3rd Year - Sem 1,14,7,13,24,30,2.75,74,Medium Risk
Shibay Yadav,1st Year - Sem 2,2,5,8,5,21,0.0,39,High Risk
Karim Uddin,3rd Year - Sem 2,20,5,12,25,30,2.75,72,Medium Risk
Nadia Islam,1st Year - Sem 1,24,10,19,32,53,4.0,114,Safe
Tashin Tuhin,1st Year - Sem 1,5,0,6,20,14,0.0,40,High Risk
Karim Uddin,4th Year - Sem 2,22,8,18,37,50,4.0,113,Safe
Ahad Ali,3rd Year - Sem 2,4,2,1,20,23,0.0,46,High Risk
Shibay Yadav,3rd Year - Sem 1,4,1,1,10,17,0.0,29,High Risk
Tashin Tuhin,3rd Year - Sem 2,19,7,12,24,40,3.0,83,Safe
Shibay Yadav,1st Year - Sem 2,23,10,16,30,48,4.0,104,Safe
Shibay Yadav,1st Year - Sem 1,20,9,18,32,49,4.0,108,Safe
Karim Uddin,3rd Year - Sem 2,10,4,7,7,7,0.0,25,High Risk
Ahad Ali,3rd Year - Sem 2,11,5,8,20,17,0.0,50,High Risk
Rakib Hasan,4th Year - Sem 1,23,8,18,32,54,4.0,112,Safe
Karim Uddin,4th Year - Sem 1,16,7,10,24,40,3.0,81,Safe
Tashin Tuhin,3rd Year - Sem 1,22,9,18,33,51,4.0,111,Safe
Ahad Ali,4th Year - Sem 2,12,2,10,8,6,0.0,26,High Risk
Ahad Ali,4th Year - Sem 2,2,0,4,19,13,0.0,36,High Risk
Rakib Hasan,1st Year - Sem 2,16,7,10,28,40,3.25,85,Safe
Ahad Ali,4th Year - Sem 1,16,6,15,23,31,2.75,75,Medium Risk
Shibay Yadav,2nd Year - Sem 1,22,9,17,34,46,4.0,106,Safe
Ahad Ali,2nd Year - Sem 2,12,7,15,24,44,3.25,90,Safe
Rakib Hasan,2nd Year - Sem 2,22,8,18,35,56,4.0,117,Safe
Nadia Islam,3rd Year - Sem 1,0,5,0,4,7,0.0,16,High Risk
Shibay Yadav,4th Year - Sem 1,17,6,15,22,36,3.0,79,Safe
Karim Uddin,2nd Year - Sem 2,19,8,14,24,45,3.5,91,Safe
Tashin Tuhin,1st Year - Sem 1,12,5,13,27,33,3.0,78,Safe
Karim Uddin,4th Year - Sem 1,20,8,16,32,57,4.0,113,Safe
Karim Uddin,2nd Year - Sem 2,17,5,14,22,32,2.75,73,Medium Risk
Rakib Hasan,2nd Year - Sem 2,17,5,12,29,33,3.0,79,Safe
Nadia Islam,3rd Year - Sem 1,21,8,19,33,56,4.0,116,Safe
Rakib Hasan,1st Year - Sem 2,24,10,20,30,56,4.0,116,Safe
Nadia Islam,1st Year - Sem 2,0,5,8,19,4,0.0,36,High Risk
Tashin Tuhin,4th Year - Sem 1,24,9,20,40,58,4.0,127,Safe
Nadia Islam,4th Year - Sem 2,21,9,16,36,48,4.0,109,Safe
Tashin Tuhin,3rd Year - Sem 2,21,8,16,31,59,4.0,114,Safe
Shibay Yadav,3rd Year - Sem 1,20,10,16,39,57,4.0,122,Safe
Nadia Islam,4th Year - Sem 1,9,0,7,7,26,0.0,40,High Risk
Tashin Tuhin,3rd Year - Sem 1,24,9,16,39,52,4.0,116,Safe
Rakib Hasan,2nd Year - Sem 1,14,5,11,26,42,3.0,84,Safe
Shibay Yadav,1st Year - Sem 1,20,10,15,31,52,4.0,108,Safe
Karim Uddin,4th Year - Sem 2,24,9,15,35,45,4.0,104,Safe
Karim Uddin,2nd Year - Sem 2,15,5,10,26,36,2.75,77,Medium Risk
Karim Uddin,1st Year - Sem 2,11,4,6,17,24,0.0,51,High Risk
Ahad Ali,1st Year - Sem 1,2,5,7,7,19,0.0,38,High Risk
Shibay Yadav,2nd Year - Sem 1,17,6,13,23,33,2.75,75,Medium Risk
Shibay Yadav,2nd Year - Sem 1,22,9,18,40,57,4.0,124,Safe
Tashin Tuhin,1st Year - Sem 2,23,9,16,36,50,4.0,111,Safe
Shibay Yadav,2nd Year - Sem 2,17,6,12,23,36,2.75,77,Medium Risk
Nadia Islam,2nd Year - Sem 2,21,10,17,31,58,4.0,116,Safe
Nadia Islam,4th Year - Sem 2,10,3,9,0,19,0.0,31,High Risk
Nadia Islam,2nd Year - Sem 2,1,1,5,2,21,0.0,29,High Risk
Karim Uddin,4th Year - Sem 1,12,3,3,4,30,0.0,40,High Risk
Tashin Tuhin,1st Year - Sem 1,22,8,20,31,56,4.0,115,Safe
Karim Uddin,4th Year - Sem 2,17,7,11,28,33,3.0,79,Safe
Ahad Ali,4th Year - Sem 1,13,5,13,27,44,3.25,89,Safe
Rakib Hasan,4th Year - Sem 2,17,8,10,21,31,2.5,70,Medium Risk
Rakib Hasan,1st Year - Sem 1,22,8,18,33,55,4.0,114,Safe
Karim Uddin,1st Year - Sem 2,22,10,18,36,59,4.0,123,Safe
Tashin Tuhin,1st Year - Sem 1,20,8,12,23,44,3.25,87,Safe
Shibay Yadav,1st Year - Sem 2,21,9,18,37,57,4.0,121,Safe
Karim Uddin,1st Year - Sem 1,24,9,19,32,59,4.0,119,Safe
Karim Uddin,1st Year - Sem 2,20,10,20,31,58,4.0,119,Safe
Ahad Ali,2nd Year - Sem 2,20,7,12,24,45,3.25,88,Safe
Tashin Tuhin,2nd Year - Sem 2,14,5,14,23,35,2.75,77,Medium Risk
Shibay Yadav,1st Year - Sem 2,22,10,20,39,60,4.0,129,Safe
Ahad Ali,4th Year - Sem 2,23,9,19,33,52,4.0,113,Safe
Shibay Yadav,1st Year - Sem 1,20,9,20,31,48,4.0,108,Safe
Ahad Ali,2nd Year - Sem 1,21,9,20,36,46,4.0,111,Safe
Rakib Hasan,1st Year - Sem 2,19,6,11,28,30,2.75,75,Medium Risk
Shibay Yadav,1st Year - Sem 1,15,8,12,25,36,3.0,81,Safe
Ahad Ali,2nd Year - Sem 1,13,5,14,24,36,3.0,79,Safe
Rakib Hasan,2nd Year - Sem 2,24,9,15,34,45,3.75,103,Safe
Ahad Ali,2nd Year - Sem 1,20,10,20,38,60,4.0,128,Safe
Nadia Islam,4th Year - Sem 1,23,8,20,33,53,4.0,114,Safe
Rakib Hasan,4th Year - Sem 2,12,5,13,23,40,3.0,81,Safe
Rakib Hasan,3rd Year - Sem 1,18,5,11,24,33,2.75,73,Medium Risk
Ahad Ali,4th Year - Sem 2,23,8,15,32,46,3.75,101,Safe
Ahad Ali,2nd Year - Sem 2,23,8,15,31,53,4.0,107,Safe
Ahad Ali,1st Year - Sem 2,23,9,19,39,57,4.0,124,Safe
Tashin Tuhin,3rd Year - Sem 1,23,10,15,33,58,4.0,116,Safe
Karim Uddin,4th Year - Sem 2,21,8,18,37,58,4.0,121,Safe
Shibay Yadav,4th Year - Sem 1,21,8,19,31,56,4.0,114,Safe
Nadia Islam,2nd Year - Sem 1,15,7,15,27,43,3.5,92,Safe
Ahad Ali,2nd Year - Sem 2,2,4,4,20,20,0.0,48,High Risk
Shibay Yadav,3rd Year - Sem 2,22,8,16,31,60,4.0,115,Safe
Rakib Hasan,3rd Year - Sem 2,23,10,18,35,48,4.0,111,Safe
Tashin Tuhin,2nd Year - Sem 2,12,5,12,28,30,2.75,75,Medium Risk
Karim Uddin,4th Year - Sem 1,22,8,19,31,56,4.0,114,Safe
Ahad Ali,4th Year - Sem 2,14,6,15,23,40,3.0,84,Safe
Tashin Tuhin,2nd Year - Sem 2,18,8,13,26,38,3.25,85,Safe
Karim Uddin,4th Year - Sem 1,23,10,16,39,47,4.0,112,Safe
Tashin Tuhin,2nd Year - Sem 1,24,10,17,40,45,4.0,112,Safe
